uid	Status	Filename	Sequence	Page	NameString	NameStringSic	Genus	GenusSic	Subgenus	OrigAuthor	CombAuthor	Citation	Cit1Author	Cit1NameString	Cit1Title	Cit1Volume	Cit1Number	Cit1Date	Cit1Pages	Cit1Status	Cit1Other	Cit2	Cit3	Cit4	varr	publication	leftovers	AfterDash	bid	extra_lines_flag	Iteration	Unicode	AdditionCorrection	TaxonRankID	IsHomonym	RLPComments	Flag
76933	1	SIL34_02_02_0158	9	284	amygdalina	0	Cypraea	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [[<em>vero propius</em> 1847], Porcellaines, pl. ii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Porcellaines, pl. ii							Atlas to Conch foss tert Adour				1	1	amygdalina Cypraea, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [[<em>vero propius</em> 1847], Porcellaines, pl. ii.	0	70	0		0
76997	1	SIL34_02_02_0159	22	285	amyntor	0	Agrius	0			J. Huebner	Exot. Schmett. III., Tab.			Exot. Schmett. III. Tab.			[<em>die indet., ante</em> 1837]		[<em>n. et f.</em>]						Exot Schmett				0	1	amyntor Agrius, J. Huebner, Exot. Schmett. III., Tab. [<em>die indet., ante</em> 1837] [<em>n. et f.</em>].	0	70	0		0
77385	1	SIL34_02_02_0166	42	292	analis	0	Reduvius	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 64			Ins. Afr. Amér.	(—)		1807	64							Ins Afr Amér				0	1	analis Reduvius, Palisot de B., Ins. Afr. Amér. (—) 1807, 64.	0	70	0		0
77468	1	SIL34_02_02_0168	16	294	Anaora	0		0			J. E. Gray	Ill. Indian Zool. II (—) [1832-5] (pl. 90)			Ill. Indian Zool. II	(—)		[1832-5]	(pl. 90)							Ill Indian Zool		P.		0	1	Anaora J. E. Gray, Ill. Indian Zool. II (—) [1832-5] (pl. 90).—P.	0	60	0		0
77547	1	SIL34_02_02_0169	42	295	Anastrus	0		0			J. Huebner	Exot. Schmett. II. Tab. [149], [1819-26]			Exot. Schmett. II. Tab. [149]			[1819-26]		[<em>n. et f.</em>].						Exot Schmett II Tab		Lep.		0	1	Anastrus J. Huebner, Exot. Schmett. II. Tab. [149], [1819-26].—Lep. [<em>n. et f.</em>].	0	60	0		0
77717	1	SIL34_02_02_0172	53	298	anceps	0	Helix (Caracolla)	0			A. A. Gould	Proc. Boston Soc. N. H. I (—) 1843 ?, 139 ; Boston Journ. N. H. IV (4) 1844, 454			Proc. Boston Soc. N. H. I	(—)		1843 ?	139			Boston Journ. N. H. IV (4) 1844, 454				Proc Boston Soc N H				0	2	anceps Helix (Caracolla), A. A. Gould, Proc. Boston Soc. N. H. I (—) 1843 ?, 139 ; Boston Journ. N. H. IV (4) 1844, 454.	0	70	0		0
77779	1	SIL34_02_02_0174	3	300	anchises	0	Princeps	0			J. Huebner	Exot. Schmett., Tab. Princeps			Exot. Schmett. Tab. Princeps			[<em>die indet.</em>]		[<em>n. et f.</em>]						Exot Schmett				0	1	anchises Princeps, J. Huebner, Exot. Schmett., Tab. Princeps [<em>die indet.</em>] [<em>n. et f.</em>].	0	70	0		0
77808	1	SIL34_02_02_0174	32	300	anchylostomus	0	Rhina	0			J. E. Gray	Ill. Indian Zool. II (—) [1832-5] (pl. 102)			Ill. Indian Zool. II	(—)		[1832-5]	(pl. 102)							Ill Indian Zool				0	1	anchylostomus Rhina, J. E. Gray, Ill. Indian Zool. II (—) [1832-5] (pl. 102).	0	70	0		0
77849	1	SIL34_02_02_0175	22	301	ancipitalis	0	Roeselia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1847, 165			Syst. Bearb. Schmett. Europ. II	(—)		1847	165							Syst Bearb Schmett Europ				0	1	ancipitalis Roeselia, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1847, 165.	0	70	0		0
78003	1	SIL34_02_02_0178	15	304	andereggii	0	Setina	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1847, 156			Syst. Bearb. Schmett. Europ. II	(—)		1847	156							Syst Bearb Schmett Europ				0	1	andereggii Setina, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1847, 156.	0	70	0		0
78054	1	SIL34_02_02_0179	16	305	andraemon	0	Heraclides	0			J. Huebner	Exot. Schmett. II. Tab. [98]			Exot. Schmett. II. Tab. [98]			[<em>die indet.</em>]		[<em>n. et f.</em>].						Exot Schmett II Tab				0	1	andraemon Heraclides, J. Huebner, Exot. Schmett. II. Tab. [98] [<em>die indet.</em>] [<em>n. et f.</em>].	0	70	0		0
78119	1	SIL34_02_02_0180	27	306	andromache	0	Oreas	0			J. Huebner	Exot. Schmett., Tab. Oreas			Exot. Schmett. Tab. Oreas			[<em>die indet.</em>]		[<em>n. et f.</em>]						Exot Schmett				0	1	andromache Oreas, J. Huebner, Exot. Schmett., Tab. Oreas [<em>die indet.</em>] [<em>n. et f.</em>].	0	70	0		0
78154	1	SIL34_02_02_0181	9	307	Anelia	0		0			J. Huebner	Exot. Schmett. II. Tab. [23]			Exot. Schmett. II. Tab. [23]			[<em>die indet.</em>]		[<em>n. et f.</em>].						Exot Schmett II Tab		Lep.		0	1	Anelia J. Huebner, Exot. Schmett. II. Tab. [23] [<em>die indet.</em>].—Lep. [<em>n. et f.</em>].	0	60	0		0
78185	1	SIL34_02_02_0181	40	307	Anetia	0		0			J. Huebner	Exot. Schmett. II. Tab. [22] 1822-26			Exot. Schmett. II. Tab. [22]			1822-26		[<em>n. et f.</em>]						Exot Schmett II Tab		Lep.		0	1	Anetia J. Huebner, Exot. Schmett. II. Tab. [22] 1822-26.—Lep. [<em>n. et f.</em>].	0	60	0		0
78272	1	SIL34_02_02_0183	22	309	Angitrema	0		0			S. S. Haldeman	Mon. Limniades, N. Amer., Wrapper of (2) Jan. 1841 [3]			Mon. Limniades N. Amer.			wrapper of (2) Jan. 1841	[3]							Mon Limniades		[G.		1	1	Angitrema S. S. Haldeman, Mon. Limniades, N. Amer., Wrapper of (2) Jan. 1841 [3].—[G.	0	60	0		0
79111	1	SIL34_02_02_0199	54	325	angustata	0	Melolontha	0			Palisot de B.	Ins. Afr. Amér. (—) 1806, 30			Ins. Afr. Amér.	(—)		1806	30							Ins Afr Amér				0	1	angustata Melolontha, Palisot de B., Ins. Afr. Amér. (—) 1806, 30.	0	70	0		0
79203	1	SIL34_02_02_0201	43	327	angustata	0	Trogossita	0			Palisot de B.	Ins. Afr. Amér. (—) 1813, 125			Ins. Afr. Amér.	(—)		1813	125							Ins Afr Amér				0	1	angustata Trogossita, Palisot de B., Ins. Afr. Amér. (—) 1813, 125.	0	70	0		0
79212	1	SIL34_02_02_0202	5	328	angustella	0	Psyche	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1846, 21			Syst. Bearb. Schmett. Europ. II	(—)		1846	21							Syst Bearb Schmett Europ				0	1	angustella Psyche, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1846, 21.	0	70	0		0
79602	1	SIL34_02_02_0210	41	336	aniciensis	0	Micromys	0			A. Aymard	Ann. Soc. Agric. Puy, XII. 1842-46, 1846, 1848 [(wrapper), 245			Ann. Soc. Agric. Puy, XII.			1842-46, 1846, 1848 (wrapper)	245							Ann Soc Agric Puy				1	1	aniciensis Micromys, A. Aymard, Ann. Soc. Agric. Puy, XII. 1842-46, 1846, 1848 [(wrapper), 245.	0	70	0		0
80038	1	SIL34_02_02_0220	6	346	annulata	0	Libellula	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 69			Ins. Afr. Amér.	(—)		1807	69							Ins Afr Amér				0	1	annulata Libellula, Palisot de B., Ins. Afr. Amér. (—) 1807, 69.	0	70	0		0
81086	1	SIL34_02_02_0240	50	366	anthonii	0	Turbo	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847] Monodontes, pl. 1.			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Monodontes, pl. 1.							Atlas to Conch foss tert Adour	[? <em>rectius</em> antoni.]			1	1	anthonii Turbo, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847] Monodontes, pl. 1. [? <em>rectius</em> antoni.]	0	70	0		0
81423	1	SIL34_02_02_0247	21	373	antillarum	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 104			Ins. Afr. Amér.	(—)		1812	104							Ins Afr Amér				0	1	antillarum Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1812, 104.	0	70	0		0
81541	1	SIL34_02_02_0249	36	375	antiquaria	0	Acidalia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1847, 20			Syst. Bearb. Schmett. Europ. III	(—)		1847	20							Syst Bearb Schmett Europ				0	1	antiquaria Acidalia, Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1847, 20.	0	70	0		0
81695	1	SIL34_02_02_0252	37	378	antiqua	0	Cardiomorpha (Goldf.)	0			A. d'Orbigny	Prodr. Paléont. I. 1849 [Jan. 1850].—[80			Prodr. Paléont. I.			1849 [Jan. 1850]	80							Prodr Paléont		Isocardia.		1	1	antiqua Cardiomorpha (Goldf.), A. d'Orbigny, Prodr. Paléont. I. 1849 [Jan. 1850].—[80.—Isocardia.	0	70	0		0
81732	1	SIL34_02_02_0253	22	379	antiqua	0	Cyrena, A. E. Férussac	0			G. P. Deshayes in A. E. Férussac	H. N. g. et p. Moll., wrapper of livr. 19, 1822	A. E. Férussac		H. N. gen. et part. Moll.			wrapper of livr. 19, 1822		[<em>n. et f.</em>]						H N g et p Moll				1	2	antiqua Cyrena, A. E. Férussac ; G. P. Deshayes in A. E. Férussac, H. N. g. et p. Moll., wrapper of livr. 19, 1822 [<em>n. et f.</em>].	0	70	0		0
81916	1	SIL34_02_02_0256	45	382	Antirrhea	0		0			J. Huebner	Exot. Schmett. II. Tab. [81] 18—			Exot. Schmett. II. Tab. [81]			18--		[<em>n. et f.</em>]						Exot Schmett II Tab		Lep.		0	1	Antirrhea J. Huebner, Exot. Schmett. II. Tab. [81] 18—.—Lep. [<em>n. et f.</em>].	0	60	0		0
81957	1	SIL34_02_02_0257	32	383	Antomeris	0		0			J. Huebner	Zuträge z. Exot. Schmett. II. Tab. [174] 18—			Zuträge z. Exot. Schmett. II. Tab. [174]			18--								Zuträge z Exot Schmett II Tab		Lep. [<em>n. et f.</em>].		0	1	Antomeris J. Huebner, Zuträge z. Exot. Schmett. II. Tab. [174] 18—.—Lep. [<em>n. et f.</em>].	0	60	0		0
82075	1	SIL34_02_04_0005	40	641	bajad	0	Caranx (Forsk.)	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 or 1831, 98	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 or 1831	98							Reise		Silurus, 1775.		1	1	bajad Caranx (Forsk.), E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 or 1831, 98.—Silurus, 1775.	0	70	0		0
82230	1	SIL34_02_04_0008	36	644	balder	0	Chionobas	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, I (—) 1833, 189			Ic. hist. lépidopt. Europe, I	(—)		1833	189							Ic hist lépidopt Europe				0	1	balder Chionobas, J. A. Boisduval, Ic. hist. lépidopt. Europe, I (—) 1833, 189.	0	70	0		0
83135	1	SIL34_02_04_0056	13	692	beniniensis	0	Elater	0			Palisot de B.	Ins. Afr. Amér. (—) 1806, 11			Ins. Afr. Amér.	(—)		1806	11							Ins Afr Amér				0	1	beniniensis Elater, Palisot de B., Ins. Afr. Amér. (—) 1806, 11.	0	70	0		0
83136	1	SIL34_02_04_0056	14	692	beniniensis	0	Helops	0			Palisot de B.	Ins. Afr. Amér. (—) 1813, 124			Ins. Afr. Amér.	(—)		1813	124							Ins Afr Amér				0	1	beniniensis Helops, Palisot de B., Ins. Afr. Amér. (—) 1813, 124.	0	70	0		0
83137	1	SIL34_02_04_0056	15	692	beniniense	0	Opatrum	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 143			Ins. Afr. Amér.	(—)		1813-20	143							Ins Afr Amér				0	1	beniniense Opatrum, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 143.	0	70	0		0
83138	1	SIL34_02_04_0056	16	692	beniniensis	0	Sphex	0			Palisot de B.	Ins. Afr. Amér (—) 1807, 48			Ins. Afr. Amér	(—)		1807	48							Ins Afr Amér				0	1	beniniensis Sphex, Palisot de B., Ins. Afr. Amér (—) 1807, 48.	0	70	0		0
83561	1	SIL34_02_04_0019	9	655	barbara	0	Zygaena	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1846, 47			Syst. Bearb. Schmett. Europ. II	(—)		1846	47							Syst Bearb Schmett Europ				0	1	barbara Zygaena, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1846, 47.	0	70	0		0
83929	1	SIL34_02_04_0026	9	662	barroti	0	Ornismya	0			Bourcier & Mulsant	Ann. Soc. Agric. Lyon, VI (—) 1843, 48			Ann. Soc. Agric. Lyon, VI	(—)		1843	48							Ann Soc Agric Lyon				0	1	barroti Ornismya, Bourcier & Mulsant, Ann. Soc. Agric. Lyon, VI (—) 1843, 48.	0	70	0		0
84213	1	SIL34_02_04_0032	26	668	basilaris	0	Libellula	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 171			Ins. Afr. Amér.	(—)		1813-20	171							Ins Afr Amér				0	1	basilaris Libellula, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 171.	0	70	0		0
84255	1	SIL34_02_04_0033	14	669	basiliscus	0	Carabus	0			Magasin	de Zool. VI. 1836, pl. 169 [= 170].			de Zool. VI.			1836	pl. 169 [= 170]							de Zool				0	12	basiliscus Carabus, Magasin de Zool. VI. 1836, pl. 169 [= 170].	0	70	0		0
84304	1	SIL34_02_04_0034	9	670	Bassaris	0		0			J. Huebner	Exot. Schmett. II. Tab. [24] [1816-21]			Exot. Schmett. II. Tab. [24]			[1816-21]		[<em>n. et f.</em>]						Exot Schmett II Tab		Lep.		0	1	Bassaris J. Huebner, Exot. Schmett. II. Tab. [24] [1816-21].—Lep. [<em>n. et f.</em>].	0	60	1		0
84436	1	SIL34_02_04_0037	33	673	battus	0	Papilio	0			J. Huebner	Europ. Schmett., Tab. Papilio, 66 (Fernaldo judice 1799)			Europ. Schmett., Tab. Papilio			(Fernaldo judice 1799)	66	[<em>n. et f.</em>]						Europ Schmett				1	1	battus Papilio, J. Huebner, Europ. Schmett., Tab. Papilio, 66 (Fernaldo judice 1799) [<em>n. et f.</em>].	0	70	0		0
84437	1	SIL34_02_04_0037	34	673	battus	0	Papilio	0			J. Huebner	Europ. Schmett., Tab. Papilio 159 [<em>i.e.</em> 160] (Fernaldo judice [1823)			Europ. Schmett., Tab. Papilio			(Fernaldo judice 1823)	159 [<em>i.e.</em> 160]	[<em>n. et f.</em>]						Europ Schmett				1	1	battus Papilio, J. Huebner, Europ. Schmett., Tab. Papilio 159 [<em>i.e.</em> 160] (Fernaldo judice [1823) [<em>n. et f.</em>].	0	70	0		0
84612	1	SIL34_02_04_0040	45	676	beaumontii	0	Murex	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847] Ranelles pl. ii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Ranelles pl. ii							Atlas to Conch foss tert Adour				1	1	beaumontii Murex, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847] Ranelles pl. ii.	0	70	0		0
84901	1	SIL34_02_04_0046	16	682	bella crenata	0	Melania	0			S. S. Haldeman	Mon. Limniades N. Amer., wrapper of (4) Jan. [1842 [3]			Mon. Limniades N. Amer.			wrapper of (4) Jan. 1842	[3]							Mon Limniades N Amer				1	9	bella crenata Melania, S. S. Haldeman, Mon. Limniades N. Amer., wrapper of (4) Jan. [1842 [3].	0		0		0
84912	1	SIL34_02_04_0046	27	682	bellardi	0	Cerithium	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847] Cérites, pl. ii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Cérites, pl. ii							Atlas to Conch foss tert Adour				1	1	bellardi Cerithium, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847] Cérites, pl. ii.	0	70	0		0
85071	1	SIL34_02_04_0050	21	686	bella	0	Eolida	0			E. Rueppell & Leuckart in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 35	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	35							Reise				1	1	bella Eolida, E. Rueppell & Leuckart in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 35.	0	70	0		0
85203	1	SIL34_02_04_0053	2	689	bembeciformis	0	Sphinx	0			J. Huebner	Europ. Schmett., Tab. Sphinx, 20			Europ. Schmett., Tab. Sphinx, 20			[Fernaldo judice 1802-08]		[<em>n. et f.</em>]						Europ Schmett				1	1	bembeciformis Sphinx, J. Huebner, Europ. Schmett., Tab. Sphinx, 20 [Fernaldo judice 1802-08] [<em>n. et f.</em>].	0	70	0		0
85596	1	SIL34_02_04_0061	33	697	bertoloni	0	Nereis	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 174			Mem. An. s. vert. Napoli, III	(—)		1828	174							Mem An s vert Napoli				0	1	bertoloni Nereis, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 174.	0	70	0		0
86120	1	SIL34_02_04_0072	45	708	biceps	0	Reduvius	0			T. Say	N. sp. Het. Hemipt. N. Amer., Dec. 1831.			N. sp. Het. Hemipt. N. Amer.			Dec. 1831								N sp Het Hemipt N Amer	[bicheno.]			0	1	biceps Reduvius, T. Say, N. sp. Het. Hemipt. N. Amer., Dec. 1831. [bicheno.]	0	70	0		0
86141	1	SIL34_02_04_0073	15	709	bicinctus	0	Amphiprion	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 139	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	139							Reise				1	1	bicinctus Amphiprion, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 139.	0	70	0		0
86341	1	SIL34_02_04_0078	16	714	bicolor	0	Blatta	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 183			Ins. Afr. Amér.	(—)		1813-20	183							Ins Afr Amér				0	1	bicolor Blatta, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 183.	0	70	0		0
86421	1	SIL34_02_04_0079	40	715	bicolor	0	Cicada	0			Palisot de B.	Ins. Afr. Amér. (—) 1813, 132			Ins. Afr. Amér.	(—)		1813	132							Ins Afr Amér				0	1	bicolor Cicada, Palisot de B., Ins. Afr. Amér. (—) 1813, 132.	0	70	0		0
86986	1	SIL34_02_04_0090	11	726	bicolor	0	Tenthredo	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 97			Ins. Afr. Amér.	(—)		1809	97							Ins Afr Amér				0	1	bicolor Tenthredo, Palisot de B., Ins. Afr. Amér. (—) 1809, 97.	0	70	0		0
87681	1	SIL34_02_04_0101	13	737	bifasciata	0	Aquilla	0			J. E. Gray	Ill. Indian Zool. I (—) [1830-2] (pl. 17)			Ill. Indian Zool. I	(—)		[1830-2]	(pl. 17)							Ill Indian Zool				0	1	bifasciata Aquilla, J. E. Gray, Ill. Indian Zool. I (—) [1830-2] (pl. 17).	0	70	0		0
87757	1	SIL34_02_04_0102	41	738	bifasciata	0	Emydia (Ramb.)	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, II (—) 1834, 93			Ic. hist. lépidopt. Europe, II	(—)		1834	93							Ic hist lépidopt Europe		Lithosia.		1	1	bifasciata Emydia (Ramb.), J. A. Boisduval, Ic. hist. lépidopt. Europe, II (—) 1834, 93.—Lithosia.	0	70	0		0
87955	1	SIL34_02_04_0106	41	742	bifibula	0	Pentatoma	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 148			Ins. Afr. Amér.	(—)		1813-20	148							Ins Afr Amér				0	1	bifibula Pentatoma, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 148.	0	70	0		0
88066	1	SIL34_02_04_0108	45	744	bi-foveatus	0	Elater	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 78			Ins. Afr. Amér.	(—)		1807	78							Ins Afr Amér				0	1	bi-foveatus Elater, Palisot de B., Ins. Afr. Amér. (—) 1807, 78.	0	70	0		0
88154	1	SIL34_02_04_0111	31	747	bigener	0	Saprinus	0			J. Le Conte	Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V (1) 1845, 77			Proc. Boston Soc. N. H. I	(—)		1844	187			Boston Journ. N. H. V (1) 1845, 77				Proc Boston Soc N H				1	2	bigener Saprinus, J. Le Conte, Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V (1) 1845, 77.	0	70	0		0
88575	1	SIL34_02_04_0121	1	757	bilineolatus	0	Reduvius	0			Palisot de B.	Ins. Afr. Amér. (—) 1806, 14			Ins. Afr. Amér.	(—)		1806	14							Ins Afr Amér				0	1	bilineolatus Reduvius, Palisot de B., Ins. Afr. Amér. (—) 1806, 14.	0	70	0		0
88637	1	SIL34_02_04_0122	9	758	bilobata	0	Planaria	0			E. Rueppell & Leuckart in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 12	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	12							Reise				1	1	bilobata Planaria, E. Rueppell & Leuckart in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 12.	0	70	0		0
88826	1	SIL34_02_04_0126	46	762	bimaculata	0	Forficula	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 165			Ins. Afr. Amér.	(—)		1813-20	165							Ins Afr Amér				0	1	bimaculata Forficula, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 165.	0	70	0		0
89395	1	SIL34_02_04_0138	2	774	bipartita	0	Apamea	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850-1, 285			Syst. Bearb. Schmett. Europ. II	(—)		1850-1	285							Syst Bearb Schmett Europ				0	1	bipartita Apamea, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850-1, 285.	0	70	0		0
89526	1	SIL34_02_04_0140	26	776	biplicata	0	Bulla	0			H. C. Lea	Proc. Boston Soc. N. H. I (—) 1844, 204 ; Boston Journ. N. H. V (2) 1845, 286			Proc. Boston Soc. N. H. I	(—)		1844	204			Boston Journ. N. H. V (2) 1845, 286				Proc Boston Soc N H				1	2	biplicata Bulla, H. C. Lea, Proc. Boston Soc. N. H. I (—) 1844, 204 ; Boston Journ. N. H. V (2) 1845, 286.	0	70	0		0
89634	1	SIL34_02_04_0144	46	780	bipunctata	0	Nais	0			S. d. Chiaje	Mem. An. s. vert. Napoli, II (—) 1827, 427			Mem. An. s. vert. Napoli, II	(—)		1827	427							Mem An s vert Napoli				0	1	bipunctata Nais, S. d. Chiaje, Mem. An. s. vert. Napoli, II (—) 1827, 427.	0	70	0		0
89902	1	SIL34_02_04_0150	13	786	bischoffii	0	Polia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850-1, 265			Syst. Bearb. Schmett. Europ. II	(—)		1850-1	265							Syst Bearb Schmett Europ				0	1	bischoffii Polia, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850-1, 265.	0	70	0		0
90155	1	SIL34_02_04_0157	7	793	bistriata	0	Lacerta	0			H. R. Schinz	Nat. Abb. Rept. (—) 1834, 100			Nat. Abb. Rept.	(—)		1834	100							Nat Abb Rept				0	1	bistriata Lacerta, H. R. Schinz, Nat. Abb. Rept. (—) 1834, 100.	0	70	0		0
90356	1	SIL34_02_04_0160	44	796	bitorquata	0	Columba	0			C. J. Temminck in Knip	Les Pigeons, II (—) 1811, 86	Knip		Les Pigeons, II	(—)		1811	86							Les Pigeons				0	1	bitorquata Columba, C. J. Temminck in Knip, Les Pigeons, II (—) 1811, 86.	0	70	0		0
90415	1	SIL34_02_04_0162	2	798	bituberculata	0	Planaria	0			E. Rueppell & Leuckart in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 or 1831, 13	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 or 1831	13							Reise				1	1	bituberculata Planaria, E. Rueppell & Leuckart in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 or 1831, 13.	0	70	0		0
90418	1	SIL34_02_04_0162	5	798	bituberculatus	0	Prionus	0			Palisot de B.	Ins. Afr. Amér. (—) 1812—20, 216			Ins. Afr. Amér.	(—)		1812-20	216							Ins Afr Amér				0	1	bituberculatus Prionus, Palisot de B., Ins. Afr. Amér. (—) 1812—20, 216.	0	70	0		0
90422	1	SIL34_02_04_0162	9	798	bituberculatus	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 103			Ins. Afr. Amér.	(—)		1812	103							Ins Afr Amér				0	1	bituberculatus Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1812, 103.	0	70	0		0
90745	1	SIL34_02_04_0168	24	804	blainvillii	0	Nereis	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 176			Mem. An. s. vert. Napoli, III	(—)		1828	176							Mem An s vert Napoli				0	1	blainvillii Nereis, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 176.	0	70	0		0
91022	1	SIL34_02_04_0201	51	837	boryus	0	Turbo (Risso)	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 224			Mem. An. s. vert. Napoli, III	(—)		1828	224							Mem An s vert Napoli		Alvania.		0	1	boryus Turbo (Risso), S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 224.—Alvania.	0	70	0		0
92120	1	SIL34_02_04_0192	44	828	bootes	0	Chionobas	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, I (—) 1833, 191			Ic. hist. lépidopt. Europe, I	(—)		1833	191							Ic hist lépidopt Europe				0	1	bootes Chionobas, J. A. Boisduval, Ic. hist. lépidopt. Europe, I (—) 1833, 191.	0	70	0		0
92206	1	SIL34_02_04_0194	24	830	bore	0	Chionobas (Esp.)	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, I (—) 1833, 193			Ic. hist. lépidopt. Europe, I	(—)		1833	193							Ic hist lépidopt Europe		Papilio.		1	1	bore Chionobas (Esp.), J. A. Boisduval, Ic. hist. lépidopt. Europe, I (—) 1833, 193.—Papilio.	0	70	0		0
